Income_annual,Employment_Status,Loan_Amount,Loan_Term_Months,Credit_Utilization,Previous_Defaults_Count,Age,Marital_Status,Num_Dependents,Default_Status
96365,Self-Employed,16154,48,0.4096970711924346,1,40,Married,2,0
63177,Employed,14047,48,0.14495594938660555,0,43,Married,1,0
45504,Employed,93529,60,0.8361540798136544,1,25,Married,4,0
46069,Employed,80874,12,0.4239619886478403,0,29,Single,4,0
51091,Unemployed,19323,24,0.5728380438853505,0,43,Married,2,1
49196,Employed,42693,48,0.8083295599346989,0,38,Single,2,0
40638,Employed,63730,24,0.4217271978189182,0,49,Single,1,0
37861,Employed,94170,24,0.7565280315289994,0,31,Married,1,0
35417,Unemployed,31292,36,0.8318017796823599,0,63,Married,0,0
26860,Self-Employed,50111,24,0.23925390693069615,0,68,Single,0,0
32458,Unemployed,80453,36,0.8139939680026472,1,28,Married,1,0
18449,Employed,80681,12,0.19586595736510254,0,47,Married,1,1
34914,Employed,44491,12,0.32010192750346644,0,22,Single,1,0
24454,Employed,54336,36,0.7465691581201893,0,43,Single,1,0
23354,Self-Employed,21905,12,0.8205476386300894,1,41,Single,2,1
39024,Employed,35273,48,0.6473110306984456,1,30,Single,1,0
63373,Employed,31234,12,0.1838606796179942,1,58,Single,1,0
52434,Self-Employed,83885,36,0.5183938215238021,0,24,Single,2,0
19376,Employed,71538,48,0.5581072872398172,0,41,Single,2,0
24444,Employed,37573,24,0.325487784000526,0,57,Single,3,0
52907,Employed,98339,24,0.8930366455203183,0,63,Single,2,1
24514,Employed,69320,24,0.3685023654875178,0,32,Single,2,0
33194,Self-Employed,16330,36,0.2682038154354074,0,68,Single,1,0
45252,Employed,97040,24,0.1881088229216391,0,66,Married,2,0
24653,Employed,85516,12,0.40280100869851043,0,34,Single,1,1
37878,Employed,77553,24,0.6540949533168428,1,40,Married,1,0
21298,Employed,46353,60,0.28513367463398664,0,67,Married,2,0
28551,Employed,21011,60,0.7156353739708755,0,28,Single,2,0
41270,Employed,88537,24,0.2083210141773817,2,47,Single,3,0
19202,Employed,65985,24,0.45237434478285665,1,57,Married,2,1
43312,Employed,22044,60,0.6618989920848327,0,61,Single,1,0
36031,Employed,43292,24,0.20824752215011016,0,41,Single,1,0
45296,Employed,10250,48,0.578273767995982,0,68,Single,2,0
39718,Self-Employed,28289,60,0.7391620099335244,0,55,Single,2,1
62671,Self-Employed,38087,36,0.5764391170313653,0,64,Single,5,0
38180,Self-Employed,80952,60,0.5091711394620141,0,59,Married,2,0
30584,Employed,95695,12,0.7706396425622726,0,69,Single,1,1
38136,Employed,41368,48,0.8883362800009733,0,35,Married,3,1
45130,Employed,75815,36,0.2450503618841398,0,67,Single,2,0
37032,Employed,95693,24,0.6530770730620297,0,32,Single,1,1
36909,Employed,66040,12,0.16452604347162936,0,54,Single,4,0
27424,Employed,63900,12,0.13427281917915776,0,28,Married,2,0
27857,Unemployed,20494,48,0.3246551761848081,1,57,Single,2,1
20722,Employed,50166,36,0.8767358308215039,0,50,Single,0,0
73118,Employed,96110,12,0.5417565210951502,0,23,Single,1,0
22080,Self-Employed,30333,36,0.31461707516432896,0,50,Single,3,0
27524,Employed,38050,36,0.20606887712396704,0,49,Single,3,0
27245,Self-Employed,84566,12,0.8361467224106689,0,21,Married,0,0
51946,Self-Employed,93257,36,0.38989326549715253,1,36,Single,0,1
32274,Unemployed,53070,48,0.3453578163095986,0,62,Single,1,0
59820,Employed,10166,12,0.7863707455992042,0,51,Married,1,0
27739,Employed,12121,48,0.5835222653686966,0,30,Married,1,0
40603,Employed,19677,48,0.23490888931330176,0,50,Single,1,0
26000,Employed,61561,36,0.4372084252153374,0,63,Married,2,0
85653,Employed,86909,36,0.8425848544845663,0,46,Single,4,0
22583,Employed,92409,12,0.8209628596514836,1,32,Married,2,0
41106,Employed,42664,24,0.1560878341794487,1,60,Married,3,0
46794,Employed,6293,12,0.31489055420209777,0,25,Married,2,0
42852,Self-Employed,27443,48,0.22363151842331952,1,29,Married,2,1
33721,Self-Employed,54212,36,0.5270493714066758,1,31,Married,1,1
34477,Employed,89131,48,0.6999866536242547,1,67,Married,2,0
36957,Employed,80276,60,0.3364345689247741,1,43,Single,3,0
34241,Self-Employed,17559,60,0.7063968619082573,0,37,Single,0,0
53399,Employed,70231,48,0.6349724584553345,0,63,Married,0,0
87922,Self-Employed,44044,24,0.6825777675260134,0,33,Single,0,0
29056,Unemployed,26747,24,0.8585949706421225,0,37,Single,2,1
20995,Employed,78509,12,0.4396894886293622,1,43,Married,2,0
35055,Self-Employed,85869,12,0.3740544196891834,0,59,Married,1,0
101913,Employed,35129,12,0.6470777665053501,0,29,Single,0,0
26331,Employed,5037,36,0.7460457131822322,0,38,Married,1,0
69957,Employed,53503,24,0.2531562333674174,0,38,Single,1,0
71045,Employed,33207,48,0.7774396806518091,1,50,Married,1,1
29102,Self-Employed,38241,60,0.14628199279927312,0,62,Married,1,0
45596,Employed,5058,24,0.10511500166081565,1,64,Married,1,1
69658,Employed,73172,24,0.22674171952494354,0,46,Married,0,0
31205,Employed,19834,24,0.8829337495785861,0,38,Single,1,0
33475,Self-Employed,86113,12,0.5188523020942212,1,41,Single,1,0
28776,Unemployed,32190,36,0.1372539292112875,0,61,Single,3,0
24199,Self-Employed,77832,48,0.8977405472397704,2,61,Married,1,0
28009,Employed,26383,12,0.6959290038616179,1,62,Married,0,0
22257,Employed,29660,36,0.7704040607609731,1,53,Single,1,1
36813,Employed,7674,24,0.27035242118406677,0,63,Single,3,0
26689,Employed,27820,36,0.18435954738908614,0,34,Married,0,0
39875,Employed,90040,12,0.5120679541741076,0,30,Married,0,1
19489,Employed,30666,24,0.717740547425794,0,48,Married,2,0
41454,Employed,48794,12,0.610224521854798,0,34,Married,0,0
50686,Self-Employed,7076,48,0.6048474652145368,0,39,Single,2,0
16358,Employed,69854,24,0.7056768669506559,0,46,Single,1,0
42176,Employed,57342,36,0.28161666044280964,1,30,Married,0,1
59341,Employed,42555,12,0.6292154254487915,0,37,Single,1,0
22384,Self-Employed,60208,60,0.41368853530828587,1,54,Single,1,0
70900,Self-Employed,37406,36,0.15580278825627136,2,34,Single,2,1
42942,Self-Employed,66572,36,0.2617140849947083,1,46,Single,0,0
27391,Employed,45262,24,0.7352029913639141,0,54,Single,0,1
35514,Unemployed,96320,36,0.8167445584643657,0,39,Married,2,1
45402,Employed,91661,12,0.32625744922270156,0,44,Married,0,0
37436,Employed,28216,60,0.2522887504045457,0,51,Single,1,0
45048,Unemployed,73117,48,0.12137960339613985,0,60,Married,0,0
25127,Employed,86136,60,0.8581579108694495,0,26,Single,2,1
38860,Employed,35284,12,0.6470839400281663,2,40,Single,1,0
20630,Employed,25171,24,0.8656240840345283,0,59,Married,2,0
34735,Employed,95627,12,0.791079346376444,0,65,Married,2,1
25296,Unemployed,19333,36,0.37237327415232613,0,54,Married,0,0
27059,Employed,35535,24,0.19014643660440544,2,42,Single,0,1
59542,Employed,94023,48,0.4992454358881102,0,27,Single,2,0
56191,Employed,80940,48,0.12145103825413682,1,53,Married,2,0
46335,Employed,38700,12,0.21993330251475973,0,26,Single,1,0
23460,Employed,88583,36,0.28674610321206684,0,36,Married,2,0
31998,Employed,46516,48,0.6325172769155801,2,28,Single,3,0
58996,Employed,20577,60,0.507901979163277,0,65,Married,2,0
38433,Employed,94834,24,0.34193564489023826,1,43,Single,1,0
91833,Unemployed,20015,60,0.5518147193530719,0,38,Single,3,0
42502,Employed,96104,48,0.20016211911069384,0,34,Married,3,0
39215,Employed,96740,48,0.7045665014548901,0,56,Single,1,0
32091,Employed,96803,12,0.6696281110026274,1,35,Single,4,0
38308,Employed,26236,12,0.2732021405444235,0,25,Single,2,0
34166,Self-Employed,71640,24,0.5851132446210454,0,66,Single,2,0
48206,Unemployed,88190,12,0.5026420834377904,0,68,Single,0,0
53246,Employed,50704,36,0.14865304947983982,0,35,Single,0,0
26518,Self-Employed,47369,24,0.3225231334689076,1,31,Single,2,1
21322,Employed,8646,36,0.8995861632190819,2,22,Married,1,1
17422,Employed,92007,12,0.17962852888865283,0,43,Single,3,1
44497,Employed,30906,24,0.5051290456177286,0,44,Married,2,0
23357,Employed,91643,48,0.7794670036916618,0,38,Married,0,0
15349,Employed,52728,60,0.34052149840413115,0,24,Married,4,0
42422,Self-Employed,19878,48,0.30856691119500046,0,35,Married,1,0
98439,Employed,14145,36,0.812634441352259,0,32,Single,0,0
36227,Unemployed,93578,48,0.34386395758525845,0,23,Single,3,1
50787,Self-Employed,23226,48,0.6211946490022335,0,52,Single,1,0
37523,Employed,7802,60,0.6922503874647861,0,56,Married,2,0
34907,Employed,29119,60,0.730894199445684,0,41,Married,1,1
52450,Employed,68560,48,0.8958077098455972,0,68,Married,1,0
32334,Unemployed,62353,60,0.7425536557679203,0,26,Single,1,0
40415,Employed,97721,48,0.6256097255100275,0,22,Married,2,1
41302,Employed,67126,24,0.8163708462071789,1,29,Single,2,1
27799,Employed,76641,48,0.824595708511158,0,32,Single,2,1
54004,Employed,56712,12,0.8785331661276921,0,64,Single,1,0
33860,Employed,57189,60,0.7211722115811889,0,44,Married,1,0
26841,Employed,62784,60,0.25594186447850475,0,34,Married,2,0
45008,Employed,73285,36,0.6678448711231921,0,69,Single,2,0
25351,Employed,47949,36,0.1601027533150548,0,61,Single,1,0
36727,Employed,39129,12,0.3543703423323148,0,32,Single,1,0
36183,Employed,29512,60,0.19264600825246678,0,47,Married,2,1
56070,Employed,84031,60,0.859954085510032,0,30,Married,0,1
43909,Employed,68554,36,0.3710032897794896,0,63,Single,0,1
35953,Employed,7064,36,0.6705725171545998,1,22,Married,3,1
50367,Employed,56567,48,0.5570547486289018,0,51,Married,4,0
63328,Employed,35011,60,0.1860091304457095,0,48,Married,0,0
45393,Employed,76152,60,0.549075558304702,0,36,Single,2,0
36466,Employed,78511,48,0.6288188347398983,0,21,Single,0,0
21488,Employed,15960,60,0.8052138058509037,0,42,Single,2,0
23717,Employed,98528,12,0.15606851393531454,0,21,Single,3,0
32141,Self-Employed,63920,36,0.3365071880774725,0,51,Married,0,0
28458,Self-Employed,26387,36,0.65387275513009,0,42,Single,0,0
33698,Self-Employed,20324,36,0.12746530869744951,0,54,Married,4,0
37147,Self-Employed,68960,24,0.2628427649419767,0,32,Married,1,0
44885,Employed,76779,12,0.2749363171237345,0,43,Single,0,0
35305,Employed,37628,12,0.6354611302188591,0,48,Married,5,0
44117,Employed,80096,48,0.328768543580358,0,32,Single,1,0
37264,Employed,52452,24,0.5796765298081259,0,47,Single,1,0
16478,Employed,46098,60,0.8722787573410459,0,43,Married,3,1
24940,Self-Employed,75459,12,0.7345943856009871,1,21,Married,4,1
34281,Employed,44235,24,0.36632224371560484,1,63,Single,1,0
22384,Employed,91861,24,0.4779199750714914,0,22,Married,0,0
46164,Employed,32949,12,0.2605391216808023,0,64,Single,0,0
66990,Employed,27821,48,0.11257600824275987,1,51,Single,0,0
59130,Employed,76612,24,0.33177231849988664,0,22,Single,0,1
33343,Self-Employed,27032,36,0.3955268889639506,0,69,Single,2,0
65926,Employed,78537,24,0.5514937383347803,0,45,Single,2,0
38540,Self-Employed,20303,60,0.8552533194109838,1,58,Married,3,0
31734,Employed,86993,12,0.858281658457467,0,68,Married,3,0
28414,Self-Employed,17303,60,0.15607863908743103,0,39,Married,2,0
32177,Employed,55701,48,0.5917165436249363,0,48,Married,3,0
31092,Employed,55511,36,0.1338821207102849,0,26,Married,1,0
38877,Employed,85664,12,0.6184648598525628,0,59,Married,1,1
38724,Self-Employed,23280,24,0.1941624498201173,0,39,Single,3,1
36359,Unemployed,44427,36,0.8571222600176803,0,37,Married,2,1
43250,Employed,11967,24,0.7914709460311755,0,26,Married,1,1
58469,Employed,11661,48,0.11786306444270665,0,35,Single,1,0
53094,Unemployed,82952,12,0.725705379566285,0,42,Single,0,1
20051,Employed,71046,48,0.6087176937364889,1,61,Single,1,0
13074,Employed,40200,48,0.49629535250750334,0,54,Single,3,0
52771,Employed,72442,48,0.5821075894019908,0,25,Married,0,0
21020,Employed,66671,48,0.64260004837051,1,43,Married,2,0
33192,Self-Employed,96070,24,0.8075659804484105,0,25,Single,1,1
22741,Self-Employed,63168,60,0.7138861288341963,0,64,Single,2,0
17662,Employed,53322,24,0.5603022554639925,0,30,Married,3,0
45097,Employed,86984,36,0.7596925285960068,0,24,Married,0,0
49200,Self-Employed,42696,48,0.8895383652028802,0,32,Married,2,0
28836,Employed,75246,36,0.3401456167146358,0,67,Single,0,0
12881,Self-Employed,43892,24,0.19473655521461453,0,30,Single,2,0
29187,Employed,20583,48,0.6851586085669598,0,50,Single,0,0
42477,Employed,87720,24,0.8828770671303866,0,44,Single,2,1
20099,Unemployed,60215,48,0.1933647369619741,0,25,Single,2,1
39079,Employed,29853,24,0.44536580640659373,0,33,Single,1,0
36093,Employed,11109,12,0.14981411374857778,0,56,Married,0,0
45785,Employed,64757,60,0.7212255542166318,0,29,Single,1,1
38094,Employed,11659,60,0.8589669725736897,1,38,Married,0,0
24606,Employed,6238,48,0.4991953235615999,1,55,Single,0,0
58608,Unemployed,20064,12,0.42761691780815136,0,51,Single,2,1
34084,Self-Employed,36115,36,0.8261752186004169,0,44,Single,2,0
35921,Employed,36952,12,0.2067107114536933,0,63,Married,0,0
25001,Employed,10620,48,0.8132674491800204,0,24,Single,1,1
30414,Employed,49258,12,0.41370080224109396,0,61,Single,2,1
25490,Employed,9470,36,0.5475251298863179,0,46,Single,1,0
33888,Employed,27003,48,0.5226336841026472,0,64,Married,2,0
72018,Self-Employed,32571,60,0.592783339528356,0,62,Married,1,0
20978,Employed,29668,12,0.8536986510060033,0,30,Single,3,0
19045,Self-Employed,82259,60,0.8609016258139022,0,61,Married,0,0
65412,Employed,37046,60,0.7649186137309484,1,62,Single,2,1
33398,Employed,75977,24,0.25323526163023957,1,29,Single,1,1
27788,Employed,82255,36,0.3668130595107675,1,21,Married,1,1
55048,Employed,10397,12,0.49025988020363576,0,36,Married,3,0
28502,Employed,88481,60,0.8243687514948139,0,66,Married,2,1
75388,Unemployed,27233,60,0.5166918590769696,2,33,Single,1,1
47627,Employed,88336,36,0.8819485317350384,0,58,Single,2,0
29876,Unemployed,65308,60,0.8870729373353726,1,34,Married,2,1
86070,Employed,74726,60,0.5788674075703861,0,60,Single,0,0
28501,Unemployed,68219,60,0.801996271638249,3,43,Married,0,1
48866,Employed,6130,60,0.8993781696191191,0,38,Married,3,0
40934,Unemployed,19071,24,0.7797732144169758,1,48,Married,1,1
61126,Employed,90517,24,0.6255288105490037,1,40,Single,2,0
67819,Self-Employed,7118,48,0.776106820416396,0,21,Single,0,0
36783,Unemployed,5663,12,0.16612404943185688,0,32,Single,1,0
26866,Employed,67408,36,0.6078570540238715,0,47,Married,1,0
43651,Employed,56786,48,0.2732176257880041,0,63,Single,2,0
27692,Employed,86271,24,0.19285092052053923,0,33,Married,0,1
81255,Unemployed,24158,24,0.8142970018624814,0,24,Married,0,1
38354,Employed,36087,24,0.611715955006443,0,45,Single,3,0
31378,Employed,93114,48,0.294837236737539,0,26,Married,0,0
39099,Employed,58121,24,0.40942583819211886,0,65,Married,1,0
21187,Employed,24874,48,0.8786212362827135,0,42,Married,2,1
24620,Self-Employed,88443,24,0.7897456423037029,0,65,Single,1,1
58698,Employed,45821,60,0.11246543640041279,0,58,Married,4,0
27924,Employed,65582,60,0.8838407961058755,0,56,Single,0,1
23890,Unemployed,27787,12,0.3948235786771659,0,23,Married,3,1
45010,Employed,69703,24,0.6563345327887398,0,35,Single,0,0
58353,Employed,26705,12,0.6701412516873548,0,31,Single,0,0
48415,Employed,74381,48,0.829347548565622,0,54,Single,0,0
54090,Employed,49653,12,0.8080487009628917,2,47,Single,4,1
26830,Employed,87018,24,0.3253836731597287,0,43,Single,0,1
20563,Self-Employed,96626,48,0.6148283826285847,1,37,Married,0,0
66206,Employed,91217,48,0.41496433834320356,0,43,Married,1,0
31918,Employed,37252,60,0.5204349891677759,0,54,Married,2,1
32848,Employed,78332,48,0.5437428203479513,1,41,Single,1,1
61776,Employed,77799,48,0.4170747566648294,0,53,Married,4,0
45364,Self-Employed,67185,12,0.47111521635234144,0,25,Married,2,0
43580,Employed,83313,48,0.2666738143368089,1,37,Single,2,0
86335,Employed,46538,36,0.5861171066091775,0,21,Single,5,1
28073,Employed,25343,60,0.7071678523542085,0,27,Married,0,0
52634,Employed,85398,60,0.4437929632986196,1,23,Single,2,1
37153,Employed,46232,48,0.882144070563255,1,46,Married,4,0
40434,Employed,58106,12,0.14578112592917486,0,36,Single,0,1
66928,Employed,86227,60,0.5713285453977716,0,36,Single,0,0
44495,Self-Employed,58079,60,0.5668806187550096,1,64,Married,0,0
45040,Employed,30028,36,0.12903702272859957,0,61,Single,1,1
55770,Self-Employed,47135,48,0.27965613791819044,0,34,Single,1,0
31382,Self-Employed,36066,60,0.8244340669196524,0,64,Single,4,1
25960,Employed,88470,60,0.5356112356873711,0,46,Married,0,0
23910,Employed,25910,60,0.44910869997430447,0,47,Single,0,0
16538,Employed,12141,60,0.4323971564294711,0,68,Married,3,0
82659,Employed,50950,12,0.8105286656160874,0,37,Single,2,0
23358,Self-Employed,60723,24,0.3936249404972687,0,64,Married,3,0
33239,Employed,21225,36,0.7873334898610062,1,24,Single,2,1
32509,Employed,92123,12,0.34735407944756014,0,37,Single,1,0
41067,Employed,37959,36,0.5252031876022748,0,53,Married,0,0
50326,Employed,54192,60,0.21505581562872705,0,50,Single,2,0
51235,Employed,84711,36,0.7600242497947557,0,41,Married,1,1
28760,Self-Employed,15051,48,0.6887798968038623,0,37,Single,1,0
33967,Employed,76428,48,0.5240744507798132,1,31,Married,1,1
40661,Self-Employed,8449,24,0.12072104598317823,0,50,Married,1,0
32876,Employed,46095,24,0.4850058654860433,0,38,Married,2,0
69074,Employed,82929,36,0.2801572225801975,0,40,Married,2,0
44196,Employed,34190,12,0.43069943670001554,0,54,Single,3,0
48725,Employed,31141,12,0.7851411910869156,0,61,Married,0,1
47341,Employed,28908,60,0.7156826442805864,0,48,Single,2,0
58069,Self-Employed,37322,12,0.29356232760607776,0,29,Single,2,1
39042,Self-Employed,55710,24,0.8879627463404404,1,64,Single,1,1
21617,Employed,19012,12,0.8225684050323743,1,51,Married,4,1
42611,Employed,39889,60,0.5229387545070131,0,65,Married,1,0
27985,Employed,22412,48,0.5241202562303307,0,36,Single,6,0
29394,Self-Employed,29657,12,0.8210127720026419,0,51,Married,2,0
45914,Employed,10656,12,0.6089158467513855,0,49,Married,1,0
59594,Unemployed,13967,24,0.5293507294902183,0,33,Married,3,0
36625,Employed,89958,36,0.6993188189447435,0,43,Single,1,0
41090,Employed,20764,48,0.28807769221660184,0,34,Single,3,0
71745,Unemployed,20873,36,0.8027019357564796,0,59,Single,1,0
39986,Employed,99485,60,0.5251321923264435,0,22,Single,2,0
102813,Employed,56030,60,0.5827994359773607,0,32,Single,0,0
45533,Employed,72807,36,0.1719550970038676,0,48,Single,1,0
17956,Employed,6607,24,0.34760716700978533,1,52,Married,0,1
49086,Employed,24523,24,0.4413882693376756,0,69,Married,1,0
42296,Employed,53447,24,0.43112761874881567,0,44,Married,2,0
60833,Self-Employed,54757,48,0.7226274929427663,0,57,Married,3,0
47537,Employed,98526,60,0.32585791799200636,1,49,Married,3,0
34358,Unemployed,74201,60,0.2456874098744528,0,62,Single,2,1
22254,Employed,86844,60,0.5660938011698026,1,38,Married,2,1
33402,Employed,76388,48,0.592011886693666,1,23,Single,1,1
25842,Employed,10462,60,0.1972666456689927,0,33,Single,0,0
28790,Employed,36795,36,0.1019748023887968,1,33,Single,2,0
45955,Employed,74806,12,0.8341192640174871,1,62,Single,0,0
70824,Unemployed,53465,48,0.16370959769066723,0,49,Married,2,0
42525,Employed,66109,12,0.8182935455536001,0,22,Married,3,1
22508,Employed,95027,36,0.4193718995091289,0,48,Single,2,0
43383,Employed,55528,24,0.6224447263960536,0,68,Single,1,0
58609,Self-Employed,41230,24,0.24849175256511702,0,24,Single,1,0
28455,Self-Employed,53242,24,0.7591336222619913,2,25,Married,0,1
34420,Employed,70883,48,0.24415470951989945,0,59,Single,1,0
36529,Employed,6783,24,0.4092073186519254,0,61,Married,0,0
26530,Employed,33390,48,0.29042062358466114,0,25,Single,1,0
47066,Employed,13417,48,0.7700047661495495,1,28,Married,0,0
34600,Employed,77102,12,0.7866686509191035,0,54,Single,6,1
42950,Employed,22426,24,0.397623111496185,0,45,Single,2,0
25463,Employed,35750,60,0.3459027768034189,1,47,Single,3,1
30485,Employed,63188,24,0.7188523001561322,1,27,Married,1,1
48482,Employed,15872,24,0.8028095774490009,0,56,Single,3,0
31284,Unemployed,99231,24,0.5992159952912511,0,52,Married,2,0
72459,Unemployed,53086,60,0.8419229405832827,0,41,Single,1,0
30950,Employed,71770,60,0.4064350502800669,0,67,Married,1,0
39730,Employed,99368,48,0.2215091216138898,0,38,Single,5,0
52735,Employed,88514,60,0.2437143858536331,0,22,Single,1,0
20591,Employed,93177,48,0.635865561837776,1,66,Single,0,0
17955,Self-Employed,97663,12,0.42602113846289325,1,62,Married,4,0
19726,Employed,39720,48,0.2250516786734542,0,25,Single,2,0
60176,Self-Employed,23079,24,0.3337814839228863,1,64,Single,2,0
29122,Unemployed,22338,36,0.5244840576261989,0,62,Single,2,0
101040,Employed,8291,36,0.19715621356970914,0,58,Married,1,0
28978,Employed,79084,24,0.1027539991555278,1,48,Single,1,1
39097,Employed,54393,48,0.8338384379964902,1,51,Married,3,1
67295,Employed,98558,24,0.34388895262246855,0,64,Single,1,0
81018,Employed,74770,60,0.2771985162743891,1,44,Single,0,1
82834,Employed,31720,48,0.6587846477825511,0,53,Single,1,0
58885,Self-Employed,18368,24,0.7827221777447027,0,59,Single,3,0
54700,Employed,59313,60,0.6058230138748193,0,32,Single,0,0
46028,Employed,52969,60,0.3035862032788253,0,59,Single,1,0
49580,Employed,53838,48,0.789309298683447,0,29,Single,2,0
29130,Employed,13734,12,0.5083417569017755,0,35,Married,2,0
26179,Employed,17197,12,0.4049526423681975,0,43,Single,2,0
36266,Self-Employed,73895,60,0.5837808957063791,0,64,Single,2,0
33925,Employed,61831,12,0.6604897789106532,0,65,Married,2,0
30294,Employed,63073,60,0.5750638992921138,0,42,Single,1,1
47980,Employed,77925,12,0.8361963565782448,1,56,Single,0,0
53216,Employed,85488,60,0.6024142447992429,0,30,Married,0,0
37622,Self-Employed,99611,60,0.8028645701004612,1,48,Single,1,1
65579,Employed,89475,60,0.5695667481230988,0,55,Single,0,0
23001,Self-Employed,55302,60,0.3637436589841,0,49,Single,5,0
33608,Employed,20624,36,0.5258374539865563,1,25,Single,1,0
27262,Employed,72271,12,0.16906935172128207,0,24,Married,1,1
17212,Employed,29315,60,0.28413970711663544,0,35,Single,4,0
35134,Employed,22422,24,0.7129853297629735,0,50,Married,4,0
34589,Employed,44137,48,0.6291804885475408,0,46,Married,1,0
66528,Self-Employed,77663,24,0.2332149684270891,0,43,Married,2,0
46738,Employed,53232,24,0.450412141006465,1,59,Married,0,0
24108,Employed,83142,36,0.2135937647441998,0,49,Single,2,0
76239,Employed,37743,12,0.7846542850991792,0,42,Single,3,0
59184,Employed,20636,36,0.1873357614034311,0,55,Married,2,0
45836,Employed,95884,12,0.6233879974082677,0,68,Married,2,0
33170,Employed,15108,60,0.5856000007825354,0,67,Single,4,0
24741,Employed,78634,36,0.4782213165174799,0,38,Single,0,0
31291,Employed,41180,48,0.32258769813131344,1,55,Single,1,0
56134,Employed,23883,12,0.4231651999944236,0,66,Married,0,0
77175,Employed,49400,36,0.7451130403688376,2,53,Married,1,0
67325,Employed,50999,48,0.7092406524368821,0,27,Married,2,1
29865,Employed,52951,24,0.6910472921289091,0,54,Single,1,1
23205,Unemployed,12160,60,0.6998588674888462,1,30,Single,1,1
38420,Employed,60262,60,0.21510909948427132,0,44,Single,2,0
17901,Employed,24929,24,0.17927716028994534,1,45,Single,0,0
41326,Employed,88133,36,0.7891988982832178,0,68,Single,0,0
34233,Employed,16123,24,0.7697396562755551,0,64,Single,2,0
30139,Self-Employed,33357,48,0.6450546432370907,0,47,Single,1,0
19189,Employed,75496,12,0.5847245962524306,0,26,Married,2,0
44597,Unemployed,38556,36,0.3934973651859107,0,69,Single,3,1
29346,Self-Employed,88791,12,0.2792660732624026,0,28,Single,3,0
22743,Employed,66934,24,0.6341251501838692,1,41,Married,0,0
11511,Employed,83886,60,0.8304277104659815,0,61,Single,3,0
35918,Employed,35881,12,0.44959726059051996,0,39,Single,0,0
73784,Employed,23409,12,0.34256997617832285,0,54,Married,2,0
70580,Employed,60416,60,0.3165934507915929,0,59,Married,0,0
30247,Employed,72982,12,0.1189641943197989,0,63,Married,1,0
28541,Employed,35657,12,0.5162533777552524,0,43,Single,1,0
43805,Employed,91743,60,0.8905888238838652,0,33,Married,0,0
24358,Employed,53951,60,0.752190172911458,0,62,Single,1,1
40974,Self-Employed,13752,24,0.8179797745322066,1,67,Married,2,1
49337,Employed,18440,24,0.5969312770204048,0,59,Married,1,0
59324,Self-Employed,49864,12,0.48515712838620073,0,48,Married,0,1
34889,Employed,54691,36,0.8923656059230012,1,26,Married,1,1
33474,Employed,77035,24,0.45772968851107754,0,32,Married,6,0
25560,Employed,91675,24,0.8334644605707574,2,23,Single,2,1
26088,Employed,85303,36,0.709475847026988,0,68,Married,0,1
33170,Employed,27343,36,0.3647827401904421,1,40,Married,1,1
42063,Employed,98248,60,0.5024497466023881,0,61,Single,1,0
52335,Self-Employed,24673,24,0.40746337741096106,0,62,Married,1,0
26336,Employed,64954,48,0.20897861933277195,0,65,Married,3,0
65977,Employed,59698,48,0.3854132652497544,0,28,Married,2,1
32583,Self-Employed,31520,12,0.8111783074240756,0,46,Single,0,1
36006,Self-Employed,20784,24,0.7021085482792544,0,58,Single,1,0
26933,Employed,43079,48,0.3220648594413296,0,48,Married,3,0
13770,Employed,49220,24,0.39433065047803073,0,55,Single,1,0
51720,Self-Employed,25491,24,0.5931471384052175,0,64,Married,1,0
48763,Employed,53720,48,0.43291185200678994,1,61,Married,4,1
32450,Employed,19718,24,0.5024352930916504,1,61,Single,2,1
37301,Employed,40597,36,0.6585347288767859,0,63,Married,1,0
44639,Self-Employed,66217,12,0.47380067851521657,0,58,Single,2,0
19437,Employed,31832,60,0.2527758317337566,1,22,Single,2,1
29389,Unemployed,59818,48,0.5164591498518635,0,27,Single,1,1
49896,Employed,17864,60,0.38489458417367395,0,61,Married,3,0
21988,Self-Employed,93378,12,0.33258738276689814,1,45,Married,0,0
40840,Employed,13177,36,0.3624868488852153,0,52,Single,0,0
21107,Employed,51115,36,0.45120177399200456,2,32,Single,0,1
43764,Self-Employed,61210,36,0.8092905142972969,0,31,Single,2,1
35801,Employed,56954,36,0.6872456834641602,0,30,Single,1,0
19033,Employed,16844,48,0.6343055508010895,1,55,Single,2,0
57866,Employed,79130,48,0.47700816870538676,1,64,Married,2,0
27069,Employed,18418,24,0.10146395771974676,2,24,Married,2,0
26262,Employed,39854,24,0.3724405691512731,0,62,Single,3,0
39349,Employed,93644,12,0.7505536319835788,0,22,Married,0,0
57495,Employed,80955,24,0.4105367276141918,0,64,Married,4,1
24189,Employed,93075,12,0.5510553000541124,0,48,Married,1,0
37222,Employed,48950,12,0.2637918530776775,0,63,Single,1,0
43110,Employed,70227,12,0.8326861934766326,2,66,Married,1,0
47917,Self-Employed,17835,36,0.8385363485896533,0,67,Married,1,1
38971,Employed,22533,60,0.21685630716668305,0,34,Married,1,0
31356,Employed,92858,60,0.6793271593650657,1,64,Married,2,0
26081,Unemployed,15223,48,0.1601908062015304,2,49,Single,1,1
37588,Employed,15273,12,0.5788380943840783,0,22,Married,1,0
23650,Self-Employed,38519,36,0.24292292066079713,1,54,Single,2,1
